,TV,newspaper,radio,sales
50,6.690000000000001,3.6799999999999997,1.17,0.97
51,19.980000000000004,3.4600000000000004,0.31000000000000005,1.1400000000000001
52,10.040000000000001,0.36000000000000004,0.96,1.07
53,21.64,3.9600000000000004,4.170000000000001,2.2600000000000002
54,18.26,5.870000000000001,4.62,2.12
55,26.27,1.59,2.8800000000000003,2.02
56,19.89,6.0,4.94,2.37
57,0.73,4.14,2.8100000000000005,0.55
58,13.62,1.6600000000000001,1.92,1.32
59,21.080000000000002,3.7700000000000005,4.960000000000001,2.3800000000000003
60,21.07,0.9300000000000002,2.95,1.8399999999999999
61,5.3500000000000005,2.14,0.2,0.81
62,26.130000000000003,5.470000000000001,4.2700000000000005,2.42
63,23.930000000000003,2.7300000000000004,1.55,1.57
64,10.270000000000001,0.8400000000000001,2.9600000000000004,1.4000000000000001
65,13.11,2.89,4.28,1.8
66,6.9,0.09000000000000001,0.9300000000000002,0.9300000000000002
67,3.1500000000000004,0.22000000000000003,2.4600000000000004,0.9500000000000001
68,13.930000000000001,1.02,1.4500000000000002,1.34
69,23.740000000000002,1.1,2.75,1.89
70,21.680000000000003,2.72,4.39,2.23
71,19.91,3.8700000000000006,3.0600000000000005,1.83
72,10.98,3.17,1.4300000000000002,1.2400000000000002
73,2.68,1.9300000000000002,3.3000000000000003,0.8800000000000001
74,12.940000000000001,3.1300000000000003,0.5700000000000001,1.1
75,21.340000000000003,1.31,2.4600000000000004,1.7000000000000002
76,1.69,8.940000000000001,4.37,0.87
77,2.75,2.07,0.16000000000000003,0.6900000000000001
78,12.05,1.42,2.85,1.42
79,0.54,0.9400000000000001,2.99,0.53
80,11.600000000000001,2.31,0.77,1.1
81,7.640000000000001,2.23,2.67,1.1800000000000002
82,23.980000000000004,3.69,0.41,1.2300000000000002
83,7.53,3.25,2.0300000000000002,1.1300000000000001
84,6.840000000000001,3.5600000000000005,4.45,1.36
85,21.35,3.38,4.3,2.17
86,19.32,6.57,1.8399999999999999,1.52
87,7.63,1.6,2.75,1.2000000000000002
88,11.07,6.32,4.0600000000000005,1.6
89,8.83,7.340000000000001,2.5500000000000003,1.29
90,10.98,5.140000000000001,4.78,1.67
91,13.430000000000001,0.9300000000000002,0.49000000000000005,1.1199999999999999
92,2.8600000000000003,3.3000000000000003,0.15000000000000002,0.73
93,21.77,5.9,3.35,1.94
94,25.090000000000003,7.23,3.6500000000000004,2.22
95,10.740000000000002,1.09,1.4000000000000001,1.1500000000000001
96,16.330000000000002,5.29,3.16,1.69
97,19.76,0.5900000000000001,0.35000000000000003,1.17
98,18.490000000000002,2.2,2.1,1.55
99,28.97,5.120000000000001,4.2299999999999995,2.54
100,13.52,4.59,4.170000000000001,1.72
101,22.240000000000002,4.98,0.43,1.17
102,29.64,10.090000000000002,3.63,2.3800000000000003
103,28.02,2.14,1.01,1.4800000000000002
104,18.790000000000003,1.79,1.72,1.47
105,23.82,0.53,3.4299999999999997,2.07
106,13.790000000000001,5.9,4.64,1.92
107,2.5,2.97,1.1,0.7200000000000001
108,9.040000000000001,2.32,0.03,0.87
109,1.31,2.5600000000000005,0.04000000000000001,0.53
110,25.540000000000003,0.55,2.69,1.9800000000000002
111,22.580000000000002,5.65,0.82,1.34
112,24.17,2.32,3.8000000000000003,2.18
113,17.57,0.24,1.54,1.4100000000000001
114,20.96,1.07,2.06,1.59
115,7.82,3.45,4.68,1.46
116,7.51,5.2700000000000005,3.5,1.26
117,13.92,2.5600000000000005,1.4300000000000002,1.22
118,7.640000000000001,1.4800000000000002,0.08000000000000002,0.9400000000000001
119,12.57,7.920000000000001,3.69,1.59
120,1.94,2.23,1.6,0.66
121,14.130000000000003,4.62,2.68,1.55
122,1.8800000000000001,5.04,2.17,0.7000000000000001
123,22.400000000000002,1.56,0.24,1.16
124,12.31,1.2400000000000002,3.4600000000000004,1.52
125,22.950000000000003,7.420000000000001,3.23,1.97
126,8.72,2.59,1.1800000000000002,1.06
127,0.78,5.0600000000000005,3.89,0.66
128,8.020000000000001,0.9199999999999999,0.0,0.8800000000000001
129,22.03,0.32000000000000006,4.9,2.47
130,5.960000000000001,4.3100000000000005,1.2000000000000002,0.97
131,0.06999999999999999,0.87,3.9600000000000004,0.16000000000000003
132,26.52,4.3,0.29,1.27
133,0.8400000000000001,0.21000000000000002,2.72,0.5700000000000001
134,21.980000000000004,4.510000000000001,3.35,1.9600000000000002
135,3.69,6.56,3.8600000000000003,1.08
136,4.83,0.8500000000000001,4.7,1.16
137,2.5600000000000005,0.9300000000000002,3.9000000000000004,0.9500000000000001
138,27.37,5.970000000000001,2.89,2.08
139,4.3,2.0500000000000003,2.59,0.96
140,18.490000000000002,0.17,4.39,2.07
141,7.340000000000001,1.29,1.7000000000000002,1.09
142,19.37,7.56,3.54,1.92
143,22.05,3.79,3.3200000000000003,2.0100000000000002
144,10.46,3.44,0.5700000000000001,1.04
145,9.620000000000001,3.89,1.4800000000000002,1.1400000000000001
146,14.030000000000001,0.9,0.19,1.03
147,24.01,0.87,0.73,1.32
148,24.32,4.43,4.9,2.54
149,3.8000000000000003,1.1900000000000002,4.03,1.09
150,4.470000000000001,2.06,2.58,1.01
151,28.07,3.7,1.3900000000000001,1.6100000000000003
152,12.100000000000001,4.870000000000001,0.8400000000000001,1.16
153,19.76,1.42,2.33,1.6600000000000001
154,17.130000000000003,3.7700000000000005,3.9700000000000006,1.9000000000000001
155,18.78,0.9500000000000001,2.1100000000000003,1.56
156,0.41,0.5700000000000001,1.16,0.32000000000000006
157,9.39,5.050000000000001,4.3500000000000005,1.5300000000000002
158,14.980000000000002,2.43,0.13,1.01
159,1.17,4.5200000000000005,3.69,0.73
160,13.17,3.4600000000000004,1.8399999999999999,1.29
161,17.25,3.0700000000000003,1.8100000000000003,1.4400000000000002
162,8.57,4.93,3.58,1.33
163,18.84,2.5600000000000005,1.8100000000000003,1.4900000000000002
164,16.35,0.7400000000000001,3.6799999999999997,1.8
165,11.72,0.54,1.47,1.1900000000000002
166,23.450000000000003,8.48,0.34,1.1900000000000002
167,1.79,2.16,3.7600000000000002,0.8
168,20.680000000000003,1.94,0.52,1.22
169,21.540000000000003,5.760000000000001,2.3600000000000003,1.7100000000000002
170,28.430000000000003,0.6400000000000001,1.06,1.5
171,5.0,1.8399999999999999,1.16,0.8400000000000001
172,16.45,4.74,2.09,1.4500000000000002
173,1.9600000000000002,1.7000000000000002,2.0100000000000002,0.76
174,16.84,1.2800000000000002,0.71,1.17
175,22.240000000000002,1.31,0.34,1.1500000000000001
176,27.689999999999998,4.18,4.890000000000001,2.7
177,24.840000000000003,2.0300000000000002,3.02,2.02
178,17.02,3.5200000000000005,0.78,1.17
179,27.67,2.37,0.22999999999999998,1.1800000000000002
180,16.56,1.7600000000000002,1.0,1.26
181,15.66,0.8300000000000001,0.26,1.05
182,21.85,2.74,0.54,1.22
183,5.620000000000001,2.97,0.5700000000000001,0.87
184,28.760000000000005,7.18,4.3,2.62
185,25.380000000000003,3.0,2.1300000000000003,1.7600000000000002
186,20.5,1.9600000000000002,4.510000000000001,2.2600000000000002
187,13.950000000000001,2.66,0.21000000000000002,1.03
188,19.11,1.82,2.87,1.7300000000000002
189,28.6,0.37000000000000005,1.3900000000000001,1.59
190,1.87,2.34,1.21,0.67
191,3.95,0.58,4.11,1.08
192,7.550000000000001,0.6000000000000001,1.08,0.9900000000000001
193,1.72,3.16,0.41,0.5900000000000001
194,16.680000000000003,0.36000000000000004,4.2,1.9600000000000002
195,14.969999999999999,0.6000000000000001,3.5600000000000005,1.7300000000000002
196,3.8200000000000003,1.3800000000000001,0.37000000000000005,0.76
197,9.42,0.81,0.49000000000000005,0.97
198,17.7,0.6400000000000001,0.9300000000000002,1.2800000000000002
199,28.360000000000003,6.620000000000001,4.2,2.5500000000000003
200,23.21,0.87,0.86,1.34
